CustomerID,Recency,Frequency,Monetary,KMeans_Cluster,Segment
12534,131,1,828.73,1,Potential Loyalists
12535,92,2,577.85,1,Potential Loyalists
12536,59,1,3659.97,1,Potential Loyalists
12538,29,1,258.75,4,Lost Customers
12539,22,4,4141.6,3,Loyal Customers
12540,20,17,7967.64,0,Champions
12541,30,3,721.38,1,Potential Loyalists
12544,36,1,284.9,4,Lost Customers
12545,75,2,698.8,1,Potential Loyalists
12546,47,2,969.58,1,Potential Loyalists
12547,198,2,151.79999999999998,2,At-Risk Spenders
12548,166,1,67.19999999999999,4,Lost Customers
12550,79,1,748.88,1,Potential Loyalists
12551,358,1,168.0,2,At-Risk Spenders
12552,40,1,165.47,4,Lost Customers
12553,8,10,2933.7,0,Champions
12556,50,2,513.66,1,Potential Loyalists
12558,8,1,195.08,4,Lost Customers
12559,320,1,301.41,2,At-Risk Spenders
12560,5,2,1746.16,1,Potential Loyalists
12561,303,1,207.05,2,At-Risk Spenders
12562,8,7,2701.7400000000002,3,Loyal Customers
12564,261,1,336.15,2,At-Risk Spenders
12565,289,1,145.92,2,At-Risk Spenders
12566,86,1,222.13,4,Lost Customers
12567,23,10,6673.58,0,Champions
12569,2,28,2704.69,0,Champions
12571,40,2,489.37,1,Potential Loyalists
12572,9,2,650.87,1,Potential Loyalists
12573,227,1,150.59,2,At-Risk Spenders
12574,316,1,162.55,2,At-Risk Spenders
12576,36,5,1225.31,3,Loyal Customers
12577,35,3,570.65,1,Potential Loyalists
12578,21,2,2242.96,1,Potential Loyalists
12579,78,1,329.12,4,Lost Customers
12580,247,1,379.7,2,At-Risk Spenders
12581,40,1,169.76,4,Lost Customers
12582,239,2,313.92,2,At-Risk Spenders
12583,3,15,5267.89,0,Champions
12584,4,8,1100.6000000000001,3,Loyal Customers
12585,234,2,1212.95,2,At-Risk Spenders
12586,17,1,186.54000000000002,4,Lost Customers
12587,8,1,104.0,4,Lost Customers
12588,39,1,79.65,4,Lost Customers
12589,29,2,417.28,1,Potential Loyalists
12590,211,1,877.26,2,At-Risk Spenders
12591,317,1,323.1,2,At-Risk Spenders
12592,92,2,350.6,1,Potential Loyalists
12593,109,3,382.09999999999997,1,Potential Loyalists
12594,47,8,2743.43,3,Loyal Customers
12596,51,2,288.27,1,Potential Loyalists
12597,19,4,2544.07,3,Loyal Customers
12598,10,7,2103.43,3,Loyal Customers
12599,29,7,764.38,3,Loyal Customers
12600,29,9,1996.22,3,Loyal Customers
12601,190,5,371.51,1,Potential Loyalists
12602,59,1,129.22,4,Lost Customers
12604,79,2,236.18,4,Lost Customers
12607,60,1,1490.26,1,Potential Loyalists
12609,78,3,846.11,1,Potential Loyalists
12610,23,4,1479.6399999999999,3,Loyal Customers
12611,52,1,924.52,1,Potential Loyalists
12612,74,1,654.0,1,Potential Loyalists
12613,57,4,2886.4,3,Loyal Customers
12614,278,1,218.15,2,At-Risk Spenders
12615,2,4,1552.99,3,Loyal Customers
12616,95,2,386.79999999999995,1,Potential Loyalists
12617,29,1,333.08,4,Lost Customers
12618,22,1,121.41,4,Lost Customers
12619,16,8,681.02,3,Loyal Customers
12620,15,3,1100.1399999999999,3,Loyal Customers
12621,2,19,7699.9800000000005,0,Champions
12622,232,1,123.85,2,At-Risk Spenders
12623,276,1,269.1,2,At-Risk Spenders
12624,106,2,492.78,1,Potential Loyalists
12625,212,2,1625.82,1,Potential Loyalists
12626,23,9,4945.49,0,Champions
12627,11,6,3675.3,3,Loyal Customers
12628,4,3,665.46,1,Potential Loyalists
12630,10,2,905.08,1,Potential Loyalists
12631,57,1,396.0,1,Potential Loyalists
12633,59,4,1379.94,3,Loyal Customers
12635,90,2,1357.69,1,Potential Loyalists
12637,67,8,5056.84,0,Champions
12638,33,1,498.25,1,Potential Loyalists
12639,239,1,325.3,2,At-Risk Spenders
12640,24,3,609.53,1,Potential Loyalists
12641,115,1,128.9,4,Lost Customers
12642,25,3,743.77,1,Potential Loyalists
12643,221,2,73.28,2,At-Risk Spenders
12644,130,1,417.12,1,Potential Loyalists
12645,34,4,1406.18,3,Loyal Customers
12646,5,2,838.16,1,Potential Loyalists
12647,22,12,1843.87,0,Champions
12648,155,1,255.3,4,Lost Customers
12649,107,3,513.0500000000001,1,Potential Loyalists
12650,3,1,242.44000000000003,4,Lost Customers
12651,335,1,114.0,2,At-Risk Spenders
12652,331,1,732.28,2,At-Risk Spenders
12653,149,2,752.81,1,Potential Loyalists
12654,11,5,499.33,3,Loyal Customers
12656,17,5,1873.35,3,Loyal Customers
12657,11,3,623.0,1,Potential Loyalists
12658,19,1,535.4,1,Potential Loyalists
12659,30,1,45.6,4,Lost Customers
12660,11,1,203.7,4,Lost Customers
12662,1,11,3289.4300000000003,0,Champions
12664,59,4,406.8,1,Potential Loyalists
12665,325,1,45.0,2,At-Risk Spenders
12667,58,1,410.23,1,Potential Loyalists
12668,12,4,2666.0,3,Loyal Customers
12669,151,2,1319.92,1,Potential Loyalists
12670,10,5,2087.47,3,Loyal Customers
12672,330,1,162.29999999999998,2,At-Risk Spenders
12673,5,2,504.62,1,Potential Loyalists
12674,39,4,1289.54,3,Loyal Customers
12676,25,6,1031.39,3,Loyal Customers
12678,43,8,1359.8,3,Loyal Customers
12679,284,1,639.86,2,At-Risk Spenders
12680,1,4,736.97,3,Loyal Customers
12681,15,21,9584.4,0,Champions
12682,4,30,8429.54,0,Champions
12683,4,14,5146.41,0,Champions
12684,8,6,1646.19,3,Loyal Customers
12685,28,6,2437.65,3,Loyal Customers
12686,372,1,71.14,2,At-Risk Spenders
12688,114,1,2770.04,1,Potential Loyalists
12689,26,2,1020.21,1,Potential Loyalists
12690,206,1,265.11,2,At-Risk Spenders
12691,58,4,678.2,1,Potential Loyalists
12693,127,4,476.51,1,Potential Loyalists
12694,70,2,447.62,1,Potential Loyalists
12695,7,4,342.56,1,Potential Loyalists
12697,29,3,676.71,1,Potential Loyalists
12700,8,4,3888.64,3,Loyal Customers
12701,80,2,652.45,1,Potential Loyalists
12702,20,1,201.0,4,Lost Customers
12703,71,1,265.55,4,Lost Customers
12704,7,8,1180.98,3,Loyal Customers
12705,15,8,5154.4,0,Champions
12707,292,1,417.52000000000004,2,At-Risk Spenders
12708,30,10,2117.96,0,Champions
12709,15,14,4585.32,0,Champions
12710,97,3,909.8199999999999,1,Potential Loyalists
12712,29,13,2586.98,0,Champions
12713,1,1,722.85,1,Potential Loyalists
12714,9,5,3621.0299999999997,3,Loyal Customers
12715,106,1,263.36,4,Lost Customers
12716,4,2,912.91,1,Potential Loyalists
12717,151,2,774.03,1,Potential Loyalists
12718,71,1,182.35,4,Lost Customers
12719,5,2,498.55,1,Potential Loyalists
12720,3,25,4424.39,0,Champions
12721,32,6,2108.19,3,Loyal Customers
12722,115,2,726.1,1,Potential Loyalists
12723,4,4,580.33,1,Potential Loyalists
12724,5,4,923.41,3,Loyal Customers
12725,371,1,371.8,2,At-Risk Spenders
12726,28,7,1550.1,3,Loyal Customers
12727,11,7,2461.52,3,Loyal Customers
12728,71,4,565.33,1,Potential Loyalists
12729,114,1,360.71000000000004,4,Lost Customers
12731,24,10,7116.69,0,Champions
12732,180,1,178.26000000000002,2,At-Risk Spenders
12733,234,1,276.85,2,At-Risk Spenders
12734,353,1,110.39999999999999,2,At-Risk Spenders
12735,315,2,375.07,2,At-Risk Spenders
12736,333,1,93.6,2,At-Risk Spenders
12738,372,1,110.4,2,At-Risk Spenders
12739,99,1,516.0,1,Potential Loyalists
12740,64,1,344.8,4,Lost Customers
12743,134,2,418.93,1,Potential Loyalists
12744,56,4,4774.93,3,Loyal Customers
12747,2,11,2640.41,0,Champions
12748,1,196,20519.88,0,Champions
12749,4,5,2737.73,3,Loyal Customers
12750,129,1,184.98,4,Lost Customers
12752,81,1,854.12,1,Potential Loyalists
12753,23,6,1988.77,3,Loyal Customers
12754,277,2,61.62,2,At-Risk Spenders
12755,281,1,7.6,2,At-Risk Spenders
12756,87,1,50.879999999999995,4,Lost Customers
12757,16,7,3181.5,3,Loyal Customers
12758,117,2,1468.59,1,Potential Loyalists
12759,52,3,1279.09,3,Loyal Customers
12762,8,2,1211.3,1,Potential Loyalists
12763,369,1,320.08,2,At-Risk Spenders
12764,317,1,952.88,2,At-Risk Spenders
12766,4,7,5713.12,0,Champions
12769,239,1,869.4,2,At-Risk Spenders
12772,60,1,615.3199999999999,1,Potential Loyalists
12775,17,5,952.14,3,Loyal Customers
12778,20,6,492.49,3,Loyal Customers
12779,38,8,2523.53,3,Loyal Customers
12781,64,2,594.54,1,Potential Loyalists
12782,5,5,1811.47,3,Loyal Customers
12783,2,4,1011.3000000000001,3,Loyal Customers
12784,15,1,455.46999999999997,1,Potential Loyalists
12785,364,1,239.0,2,At-Risk Spenders
12787,10,3,356.26,1,Potential Loyalists
12790,192,1,199.42000000000002,2,At-Risk Spenders
12792,257,1,329.59,2,At-Risk Spenders
12793,335,2,395.48,2,At-Risk Spenders
12794,53,2,795.51,1,Potential Loyalists
12795,19,1,144.63,4,Lost Customers
12797,366,1,206.13,2,At-Risk Spenders
12802,187,1,397.58,2,At-Risk Spenders
12808,37,3,445.7,1,Potential Loyalists
12809,178,1,343.41,2,At-Risk Spenders
12811,262,2,416.55,2,At-Risk Spenders
12812,45,1,229.64000000000001,4,Lost Customers
12815,148,2,687.66,1,Potential Loyalists
12816,96,2,265.90000000000003,1,Potential Loyalists
12817,281,1,126.03999999999999,2,At-Risk Spenders
12818,262,1,267.6,2,At-Risk Spenders
12820,3,4,923.62,3,Loyal Customers
12821,214,1,75.72,2,At-Risk Spenders
12822,71,2,743.28,1,Potential Loyalists
12824,60,1,316.42,4,Lost Customers
12826,3,7,1460.8,3,Loyal Customers
12827,6,3,430.15000000000003,1,Potential Loyalists
12828,3,6,961.96,3,Loyal Customers
12829,337,1,28.5,2,At-Risk Spenders
12831,262,1,124.75,2,At-Risk Spenders
12832,32,2,366.53,1,Potential Loyalists
12833,145,1,307.03000000000003,4,Lost Customers
12834,283,1,201.08,2,At-Risk Spenders
12836,59,4,1620.1200000000001,3,Loyal Customers
12837,173,1,58.75,2,At-Risk Spenders
12838,34,2,575.3000000000001,1,Potential Loyalists
12839,3,14,5115.12,0,Champions
12840,144,4,2726.77,3,Loyal Customers
12841,5,25,3308.77,0,Champions
12842,70,2,582.3100000000001,1,Potential Loyalists
12843,160,7,1395.69,3,Loyal Customers
12844,29,2,325.96000000000004,1,Potential Loyalists
12845,269,2,54.79,2,At-Risk Spenders
12847,22,1,640.24,1,Potential Loyalists
12849,31,2,737.14,1,Potential Loyalists
12851,97,1,104.91,4,Lost Customers
12852,295,1,264.15000000000003,2,At-Risk Spenders
12853,135,5,1227.2,3,Loyal Customers
12854,79,3,1056.4,1,Potential Loyalists
12855,373,1,38.1,2,At-Risk Spenders
12856,8,6,1960.03,3,Loyal Customers
12857,211,2,831.15,2,At-Risk Spenders
12863,52,1,109.2,4,Lost Customers
12864,138,1,10.2,4,Lost Customers
12865,26,2,1355.82,1,Potential Loyalists
12866,283,1,344.92,2,At-Risk Spenders
12867,26,7,3637.29,3,Loyal Customers
12868,186,6,1534.71,3,Loyal Customers
12871,84,2,120.53999999999999,4,Lost Customers
12872,327,2,507.12,2,At-Risk Spenders
12876,58,2,1100.82,1,Potential Loyalists
12877,4,12,1413.31,0,Champions
12878,236,2,839.09,2,At-Risk Spenders
12879,45,3,220.66,1,Potential Loyalists
12881,276,1,69.0,2,At-Risk Spenders
12882,9,2,995.4,1,Potential Loyalists
12883,25,4,527.87,1,Potential Loyalists
12884,88,1,107.25,4,Lost Customers
12885,63,3,977.22,1,Potential Loyalists
12886,68,2,1059.3600000000001,1,Potential Loyalists
12888,214,2,187.92000000000002,2,At-Risk Spenders
12890,24,1,361.63,4,Lost Customers
12893,31,1,176.55,4,Lost Customers
12895,42,2,335.05,1,Potential Loyalists
12897,205,2,100.50000000000001,2,At-Risk Spenders
12901,10,15,1162.35,0,Champions
12902,265,1,87.78,2,At-Risk Spenders
12904,18,2,338.21,1,Potential Loyalists
12906,12,5,1108.02,3,Loyal Customers
12909,40,5,1022.43,3,Loyal Customers
12910,23,8,2297.02,3,Loyal Customers
12912,8,4,735.66,3,Loyal Customers
12913,5,5,1088.45,3,Loyal Customers
12915,149,2,201.05,4,Lost Customers
12916,139,4,1785.8,3,Loyal Customers
12919,8,6,1159.21,3,Loyal Customers
12920,17,1,106.89,4,Lost Customers
12921,9,37,13030.37,0,Champions
12922,161,1,377.3,2,At-Risk Spenders
12923,64,1,152.92,4,Lost Customers
12924,88,4,644.2,1,Potential Loyalists
12925,5,2,636.13,1,Potential Loyalists
12928,35,5,1739.74,3,Loyal Customers
12929,312,1,70.95,2,At-Risk Spenders
12930,78,2,389.61,1,Potential Loyalists
12931,67,2,48.160000000000004,4,Lost Customers
12933,24,3,465.47,1,Potential Loyalists
12935,2,7,1851.55,3,Loyal Customers
12936,17,3,911.9,1,Potential Loyalists
12937,15,4,1233.1200000000001,3,Loyal Customers
12938,26,1,100.22,4,Lost Customers
12939,335,1,81.36,2,At-Risk Spenders
12940,55,2,515.62,1,Potential Loyalists
12942,131,3,496.7,1,Potential Loyalists
12944,36,2,519.81,1,Potential Loyalists
12945,288,1,264.25,2,At-Risk Spenders
12947,144,5,1269.59,3,Loyal Customers
12948,16,7,1892.3600000000001,3,Loyal Customers
12949,31,8,3639.92,3,Loyal Customers
12950,8,2,284.2,1,Potential Loyalists
12951,9,6,979.12,3,Loyal Customers
12952,6,4,1058.26,3,Loyal Customers
12953,10,1,192.45000000000002,4,Lost Customers
12955,1,11,3260.2599999999998,0,Champions
12956,306,1,74.67,2,At-Risk Spenders
12957,10,8,3547.04,3,Loyal Customers
12962,7,2,240.89000000000001,1,Potential Loyalists
12963,8,8,1664.06,3,Loyal Customers
12965,89,1,595.61,1,Potential Loyalists
12966,10,1,147.68,4,Lost Customers
12967,358,2,452.2,2,At-Risk Spenders
12968,112,1,126.0,4,Lost Customers
12970,7,4,310.05,1,Potential Loyalists
12971,4,78,5357.93,0,Champions
12974,198,1,77.15,2,At-Risk Spenders
12976,212,1,303.6,2,At-Risk Spenders
12977,156,1,10.74,4,Lost Customers
12981,30,2,372.21999999999997,1,Potential Loyalists
12982,243,1,376.5,2,At-Risk Spenders
12984,19,1,97.5,4,Lost Customers
12985,1,2,1033.52,1,Potential Loyalists
12987,74,2,392.45,1,Potential Loyalists
12988,292,1,301.17,2,At-Risk Spenders
12989,3,10,1277.23,3,Loyal Customers
12990,31,3,351.0,1,Potential Loyalists
12991,23,2,461.26,1,Potential Loyalists
12993,23,4,414.76,1,Potential Loyalists
12994,4,3,782.52,1,Potential Loyalists
12997,22,4,880.09,3,Loyal Customers
12999,205,2,273.78,2,At-Risk Spenders
13000,260,2,382.16,2,At-Risk Spenders
13001,4,13,5060.35,0,Champions
13002,318,1,110.99999999999999,2,At-Risk Spenders
13003,151,2,89.05000000000001,4,Lost Customers
13004,12,17,5139.96,0,Champions
13005,174,2,323.3,2,At-Risk Spenders
13006,56,1,11.52,4,Lost Customers
13008,323,1,229.46999999999997,2,At-Risk Spenders
13011,372,1,50.550000000000004,2,At-Risk Spenders
13012,9,7,1416.15,3,Loyal Customers
13013,1,13,4146.400000000001,0,Champions
13014,11,9,1499.03,3,Loyal Customers
13015,53,5,2642.29,3,Loyal Customers
13016,73,3,709.34,1,Potential Loyalists
13018,16,28,6530.12,0,Champions
13021,4,9,1855.96,3,Loyal Customers
13023,64,2,439.86,1,Potential Loyalists
13026,1,4,341.88,1,Potential Loyalists
13028,23,2,613.4399999999999,1,Potential Loyalists
13029,31,2,116.5,4,Lost Customers
13030,11,2,514.84,1,Potential Loyalists
13032,52,2,735.93,1,Potential Loyalists
13033,357,1,190.55,2,At-Risk Spenders
13034,55,2,627.82,1,Potential Loyalists
13035,74,2,349.20000000000005,1,Potential Loyalists
13037,138,3,693.37,1,Potential Loyalists
13038,80,3,891.46,1,Potential Loyalists
13040,9,2,676.99,1,Potential Loyalists
13043,273,1,139.7,2,At-Risk Spenders
13044,291,1,391.72,2,At-Risk Spenders
13045,99,1,305.28000000000003,4,Lost Customers
13046,31,2,419.11,1,Potential Loyalists
13047,32,10,2646.26,0,Champions
13048,14,4,1793.91,3,Loyal Customers
13049,64,2,433.68,1,Potential Loyalists
13050,15,17,4707.73,0,Champions
13052,212,1,197.65,2,At-Risk Spenders
13055,78,3,1104.06,1,Potential Loyalists
13058,25,3,261.45000000000005,1,Potential Loyalists
13059,250,1,85.65,2,At-Risk Spenders
13060,254,1,243.93,2,At-Risk Spenders
13061,72,1,200.31,4,Lost Customers
13062,191,1,65.69999999999999,2,At-Risk Spenders
13064,13,4,879.22,3,Loyal Customers
13065,373,1,138.41,2,At-Risk Spenders
13066,24,2,372.75,1,Potential Loyalists
13067,82,1,91.61,4,Lost Customers
13069,1,24,3445.14,0,Champions
13070,192,1,228.8,2,At-Risk Spenders
13072,267,1,177.15,2,At-Risk Spenders
13075,130,1,477.21,1,Potential Loyalists
13077,1,4,637.21,3,Loyal Customers
13078,3,26,7392.89,0,Champions
13079,4,5,220.10000000000002,1,Potential Loyalists
13080,179,1,58.08,2,At-Risk Spenders
13081,12,10,17925.53,0,Champions
13082,126,8,1177.36,3,Loyal Customers
13083,4,2,235.8,4,Lost Customers
13085,158,2,217.68,4,Lost Customers
13089,4,80,36347.88,0,Champions
13090,9,13,3737.11,0,Champions
13091,28,1,281.08,4,Lost Customers
13092,71,5,266.61,1,Potential Loyalists
13093,276,8,3429.4700000000003,3,Loyal Customers
13094,206,2,106.2,2,At-Risk Spenders
13095,71,1,60.48,4,Lost Customers
13097,33,10,4084.6800000000003,0,Champions
13098,1,27,9869.38,0,Champions
13101,234,1,65.5,2,At-Risk Spenders
13102,1,24,4998.69,0,Champions
13103,40,1,141.94,4,Lost Customers
13104,3,4,570.48,1,Potential Loyalists
13106,133,1,76.5,4,Lost Customers
13107,44,4,1092.0,3,Loyal Customers
13108,373,1,95.3,2,At-Risk Spenders
13109,60,2,763.2,1,Potential Loyalists
13110,31,7,971.22,3,Loyal Customers
13113,1,24,3286.14,0,Champions
13115,12,4,2029.06,3,Loyal Customers
13116,138,1,291.29,4,Lost Customers
13117,22,8,840.7,3,Loyal Customers
13118,20,5,1125.96,3,Loyal Customers
13120,239,1,30.599999999999998,2,At-Risk Spenders
13121,269,1,260.36,2,At-Risk Spenders
13122,240,1,821.1,2,At-Risk Spenders
13124,90,3,2850.53,3,Loyal Customers
13126,5,8,1783.57,3,Loyal Customers
13127,78,1,259.17,4,Lost Customers
13130,94,1,64.0,4,Lost Customers
13131,23,3,604.3,1,Potential Loyalists
13132,262,1,60.3,2,At-Risk Spenders
13133,274,2,79.95,2,At-Risk Spenders
13134,86,4,1392.14,3,Loyal Customers
13136,56,5,2408.51,3,Loyal Customers
13137,11,8,3506.77,3,Loyal Customers
13138,22,6,946.49,3,Loyal Customers
13139,16,7,2473.04,3,Loyal Customers
13140,108,3,348.67,1,Potential Loyalists
13141,85,5,2260.53,3,Loyal Customers
13142,19,1,215.92,4,Lost Customers
13144,333,1,47.2,2,At-Risk Spenders
13145,40,3,297.6,1,Potential Loyalists
13146,26,1,228.91,4,Lost Customers
13147,43,2,237.60000000000002,4,Lost Customers
13148,29,11,2685.36,0,Champions
13149,14,4,1210.68,3,Loyal Customers
13151,296,1,773.27,2,At-Risk Spenders
13153,6,1,140.46,4,Lost Customers
13155,33,4,843.0600000000001,3,Loyal Customers
13157,49,4,1447.98,3,Loyal Customers
13158,95,4,1193.5,3,Loyal Customers
13159,9,4,1215.79,3,Loyal Customers
13160,22,1,75.89999999999999,4,Lost Customers
13161,313,1,95.75,2,At-Risk Spenders
13162,122,4,1156.15,3,Loyal Customers
13165,46,2,349.28,1,Potential Loyalists
13166,283,1,349.6,2,At-Risk Spenders
13167,19,4,482.15999999999997,1,Potential Loyalists
13168,36,4,1097.29,3,Loyal Customers
13169,64,2,355.1,1,Potential Loyalists
13170,27,1,101.97,4,Lost Customers
13171,22,3,261.51,1,Potential Loyalists
13173,4,2,340.21,1,Potential Loyalists
13174,16,3,1998.53,3,Loyal Customers
13176,46,1,337.43,4,Lost Customers
13177,65,1,282.45,4,Lost Customers
13178,26,11,4569.75,0,Champions
13182,45,1,121.18,4,Lost Customers
13183,8,9,1126.63,3,Loyal Customers
13184,15,10,1396.77,3,Loyal Customers
13185,268,1,71.4,2,At-Risk Spenders
13186,40,3,1362.02,3,Loyal Customers
13187,337,1,154.02,2,At-Risk Spenders
13188,11,1,99.60000000000001,4,Lost Customers
13189,19,2,167.28,4,Lost Customers
13192,95,2,859.14,1,Potential Loyalists
13193,61,1,95.13,4,Lost Customers
13194,136,1,60.7,4,Lost Customers
13196,11,4,1704.03,3,Loyal Customers
13198,10,6,3181.55,3,Loyal Customers
13199,8,19,2420.0,0,Champions
13200,22,3,607.27,1,Potential Loyalists
13203,10,4,798.68,3,Loyal Customers
13207,15,2,250.26000000000002,1,Potential Loyalists
13208,59,6,1069.55,3,Loyal Customers
13209,30,7,4798.16,3,Loyal Customers
13210,94,1,293.0,4,Lost Customers
13211,10,3,483.42,1,Potential Loyalists
